"grid_id","consumption","max","mean","min","new1","new_month","day"
1001,0.126479166666667,14,12,10,"2009-10-26","Oct-9","26"
1524,0,14,12,10,"2009-10-26","Oct-9","26"
1821,0.0230833333333333,14,12,10,"2009-10-26","Oct-9","26"
1000,0.279791666666667,15,13,11,"2009-10-27","Oct-9","27"
1001,0.134458333333333,15,13,11,"2009-10-27","Oct-9","27"
1524,0.444583333333333,15,13,11,"2009-10-27","Oct-9","27"
1821,0.141791666666667,15,13,11,"2009-10-27","Oct-9","27"
1000,0.227833333333333,17,13,9,"2009-10-28","Oct-9","28"
1001,0.127604166666667,17,13,9,"2009-10-28","Oct-9","28"
1524,0.8861875,17,13,9,"2009-10-28","Oct-9","28"
1821,0.0886458333333333,17,13,9,"2009-10-28","Oct-9","28"
1000,0.261958333333333,15,12,8,"2009-10-29","Oct-9","29"
1001,0.1325625,15,12,8,"2009-10-29","Oct-9","29"
1524,0.255208333333333,15,12,8,"2009-10-29","Oct-9","29"
1821,0.101291666666667,15,12,8,"2009-10-29","Oct-9","29"
1000,0.170979166666667,16,14,10,"2009-10-30","Oct-9","30"
1001,0.128854166666667,16,14,10,"2009-10-30","Oct-9","30"
1524,1.08952083333333,16,14,10,"2009-10-30","Oct-9","30"
1821,0.0152708333333333,16,14,10,"2009-10-30","Oct-9","30"
1000,0.377708333333333,16,13,10,"2009-10-31","Oct-9","31"
1001,0.125520833333333,16,13,10,"2009-10-31","Oct-9","31"
1524,0.0462291666666667,16,13,10,"2009-10-31","Oct-9","31"
1821,0.00985416666666667,16,13,10,"2009-10-31","Oct-9","31"
1000,0.277020833333333,11,8,6,"2009-11-01","Nov-9","01"
1001,0.144625,11,8,6,"2009-11-01","Nov-9","01"
1524,0.0194375,11,8,6,"2009-11-01","Nov-9","01"
1821,0.009125,11,8,6,"2009-11-01","Nov-9","01"
1000,0.225458333333333,10,8,5,"2009-11-02","Nov-9","02"
1001,0.1253125,10,8,5,"2009-11-02","Nov-9","02"
1524,0.322520833333333,10,8,5,"2009-11-02","Nov-9","02"
1821,0.106520833333333,10,8,5,"2009-11-02","Nov-9","02"
1000,0.19875,10,8,6,"2009-11-03","Nov-9","03"
1001,0.130770833333333,10,8,6,"2009-11-03","Nov-9","03"
1524,0.2223125,10,8,6,"2009-11-03","Nov-9","03"
1821,0.119229166666667,10,8,6,"2009-11-03","Nov-9","03"
1000,0.178395833333333,10,8,5,"2009-11-04","Nov-9","04"
1001,0.1440625,10,8,5,"2009-11-04","Nov-9","04"
1524,0.931479166666667,10,8,5,"2009-11-04","Nov-9","04"
1821,0.137625,10,8,5,"2009-11-04","Nov-9","04"
1000,0.313958333333333,10,8,6,"2009-11-05","Nov-9","05"
1001,0.142083333333333,10,8,6,"2009-11-05","Nov-9","05"
1524,0.67275,10,8,6,"2009-11-05","Nov-9","05"
1821,0.0737708333333333,10,8,6,"2009-11-05","Nov-9","05"
1000,0.277,11,8,4,"2009-11-06","Nov-9","06"
1001,0.137395833333333,11,8,4,"2009-11-06","Nov-9","06"
1524,0.848229166666667,11,8,4,"2009-11-06","Nov-9","06"
1821,0.00829166666666667,11,8,4,"2009-11-06","Nov-9","06"
1000,0.336458333333333,8,6,3,"2009-11-07","Nov-9","07"
1001,0.145895833333333,8,6,3,"2009-11-07","Nov-9","07"
1524,0.0832083333333333,8,6,3,"2009-11-07","Nov-9","07"
1821,0.015875,8,6,3,"2009-11-07","Nov-9","07"
1000,0.350083333333333,10,6,1,"2009-11-08","Nov-9","08"
1001,0.143479166666667,10,6,1,"2009-11-08","Nov-9","08"
1524,0.0160208333333333,10,6,1,"2009-11-08","Nov-9","08"
1821,0.00835416666666667,10,6,1,"2009-11-08","Nov-9","08"
1000,0.184166666666667,10,5,0,"2009-11-09","Nov-9","09"
1001,0.1386875,10,5,0,"2009-11-09","Nov-9","09"
1524,0.38125,10,5,0,"2009-11-09","Nov-9","09"
1821,0.0934375,10,5,0,"2009-11-09","Nov-9","09"
1000,0.221479166666667,10,6,1,"2009-11-10","Nov-9","10"
1001,0.136208333333333,10,6,1,"2009-11-10","Nov-9","10"
1524,0.166458333333333,10,6,1,"2009-11-10","Nov-9","10"
1821,0.0922083333333333,10,6,1,"2009-11-10","Nov-9","10"
1000,0.212479166666667,10,5,0,"2009-11-11","Nov-9","11"
1001,0.137770833333333,10,5,0,"2009-11-11","Nov-9","11"
1524,1.12247916666667,10,5,0,"2009-11-11","Nov-9","11"
1821,0.1553125,10,5,0,"2009-11-11","Nov-9","11"
1000,0.20875,12,9,6,"2009-11-12","Nov-9","12"
1001,0.146208333333333,12,9,6,"2009-11-12","Nov-9","12"
1524,0.690458333333333,12,9,6,"2009-11-12","Nov-9","12"
1821,0.151958333333333,12,9,6,"2009-11-12","Nov-9","12"
1000,0.0949583333333333,10,7,4,"2009-11-13","Nov-9","13"
1001,0.140125,10,7,4,"2009-11-13","Nov-9","13"
1524,0.652458333333333,10,7,4,"2009-11-13","Nov-9","13"
1821,0.0721875,10,7,4,"2009-11-13","Nov-9","13"
1000,0.0418958333333333,9,7,5,"2009-11-14","Nov-9","14"
1001,0.142833333333333,9,7,5,"2009-11-14","Nov-9","14"
1524,0.0417083333333333,9,7,5,"2009-11-14","Nov-9","14"
1821,0.0305208333333333,9,7,5,"2009-11-14","Nov-9","14"
1000,0.129541666666667,12,8,4,"2009-11-15","Nov-9","15"
1001,0.143083333333333,12,8,4,"2009-11-15","Nov-9","15"
1524,0.0153125,12,8,4,"2009-11-15","Nov-9","15"
1821,0.0142916666666667,12,8,4,"2009-11-15","Nov-9","15"
1000,0.332958333333333,10,9,8,"2009-11-16","Nov-9","16"
1001,0.1409375,10,9,8,"2009-11-16","Nov-9","16"
1524,0.299625,10,9,8,"2009-11-16","Nov-9","16"
1821,0.168875,10,9,8,"2009-11-16","Nov-9","16"
1000,0.174208333333333,10,8,5,"2009-11-17","Nov-9","17"
1001,0.132145833333333,10,8,5,"2009-11-17","Nov-9","17"
1524,0.205083333333333,10,8,5,"2009-11-17","Nov-9","17"
1821,0.152395833333333,10,8,5,"2009-11-17","Nov-9","17"
1000,0.1718125,14,10,5,"2009-11-18","Nov-9","18"
1001,0.142854166666667,14,10,5,"2009-11-18","Nov-9","18"
1524,1.0375625,14,10,5,"2009-11-18","Nov-9","18"
1821,0.147291666666667,14,10,5,"2009-11-18","Nov-9","18"
1000,0.252666666666667,14,13,12,"2009-11-19","Nov-9","19"
1001,0.453,14,13,12,"2009-11-19","Nov-9","19"
1524,0.679479166666667,14,13,12,"2009-11-19","Nov-9","19"
1821,0.0796875,14,13,12,"2009-11-19","Nov-9","19"
1000,0.088625,11,8,6,"2009-11-20","Nov-9","20"
1001,0.689583333333333,11,8,6,"2009-11-20","Nov-9","20"
1524,0.5235625,11,8,6,"2009-11-20","Nov-9","20"
1821,0.0141041666666667,11,8,6,"2009-11-20","Nov-9","20"
1000,0.342354166666667,14,10,6,"2009-11-21","Nov-9","21"
1001,0.673729166666667,14,10,6,"2009-11-21","Nov-9","21"
1524,0.0184166666666667,14,10,6,"2009-11-21","Nov-9","21"
1821,0.0252083333333333,14,10,6,"2009-11-21","Nov-9","21"
1000,0.13975,9,8,6,"2009-11-22","Nov-9","22"
1001,0.692208333333333,9,8,6,"2009-11-22","Nov-9","22"
1524,0.0164166666666667,9,8,6,"2009-11-22","Nov-9","22"
1821,0.0131458333333333,9,8,6,"2009-11-22","Nov-9","22"
1000,0.160145833333333,10,8,7,"2009-11-23","Nov-9","23"
1001,0.678020833333333,10,8,7,"2009-11-23","Nov-9","23"
1524,0.411395833333333,10,8,7,"2009-11-23","Nov-9","23"
1821,0.163083333333333,10,8,7,"2009-11-23","Nov-9","23"
1000,0.238208333333333,13,10,6,"2009-11-24","Nov-9","24"
1001,0.676708333333333,13,10,6,"2009-11-24","Nov-9","24"
1524,0.376958333333333,13,10,6,"2009-11-24","Nov-9","24"
1821,0.144791666666667,13,10,6,"2009-11-24","Nov-9","24"
1000,0.235041666666667,8,6,5,"2009-11-25","Nov-9","25"
1001,0.683916666666667,8,6,5,"2009-11-25","Nov-9","25"
1524,0.820625,8,6,5,"2009-11-25","Nov-9","25"
1821,0.162979166666667,8,6,5,"2009-11-25","Nov-9","25"
1000,0.100458333333333,7,6,4,"2009-11-26","Nov-9","26"
1001,0.6899375,7,6,4,"2009-11-26","Nov-9","26"
1524,0.164833333333333,7,6,4,"2009-11-26","Nov-9","26"
1821,0.101458333333333,7,6,4,"2009-11-26","Nov-9","26"
1000,0.178979166666667,6,4,2,"2009-11-27","Nov-9","27"
1001,0.682270833333333,6,4,2,"2009-11-27","Nov-9","27"
1524,0.276625,6,4,2,"2009-11-27","Nov-9","27"
1821,0.0117916666666667,6,4,2,"2009-11-27","Nov-9","27"
1000,0.275020833333333,6,3,0,"2009-11-28","Nov-9","28"
1001,0.6930625,6,3,0,"2009-11-28","Nov-9","28"
1524,0.113833333333333,6,3,0,"2009-11-28","Nov-9","28"
1821,0.02475,6,3,0,"2009-11-28","Nov-9","28"
1000,0.223020833333333,6,3,0,"2009-11-29","Nov-9","29"
1001,0.6850625,6,3,0,"2009-11-29","Nov-9","29"
1524,0.01325,6,3,0,"2009-11-29","Nov-9","29"
1821,0.0120208333333333,6,3,0,"2009-11-29","Nov-9","29"
1000,0.192958333333333,4,2,0,"2009-11-30","Nov-9","30"
1001,0.6814375,4,2,0,"2009-11-30","Nov-9","30"
1524,0.482458333333333,4,2,0,"2009-11-30","Nov-9","30"
1821,0.1523125,4,2,0,"2009-11-30","Nov-9","30"
1000,0.250604166666667,8,3,-2,"2009-12-01","Dec-9","01"
1001,0.681583333333333,8,3,-2,"2009-12-01","Dec-9","01"
1524,0.373979166666667,8,3,-2,"2009-12-01","Dec-9","01"
1821,0.156041666666667,8,3,-2,"2009-12-01","Dec-9","01"
1000,0.439166666666667,9,6,3,"2009-12-02","Dec-9","02"
1001,0.69275,9,6,3,"2009-12-02","Dec-9","02"
1524,0.268,9,6,3,"2009-12-02","Dec-9","02"
1821,0.193895833333333,9,6,3,"2009-12-02","Dec-9","02"
1000,0.3514375,4,2,1,"2009-12-03","Dec-9","03"
1001,0.684041666666667,4,2,1,"2009-12-03","Dec-9","03"
1524,0.310104166666667,4,2,1,"2009-12-03","Dec-9","03"
1821,0.09775,4,2,1,"2009-12-03","Dec-9","03"
1000,0.359875,11,6,0,"2009-12-04","Dec-9","04"
1001,0.6903125,11,6,0,"2009-12-04","Dec-9","04"
1524,0.349354166666667,11,6,0,"2009-12-04","Dec-9","04"
1821,0.0116041666666667,11,6,0,"2009-12-04","Dec-9","04"
1000,0.273104166666667,12,9,6,"2009-12-05","Dec-9","05"
1001,0.6811875,12,9,6,"2009-12-05","Dec-9","05"
1524,0.076375,12,9,6,"2009-12-05","Dec-9","05"
1821,0.0405625,12,9,6,"2009-12-05","Dec-9","05"
1000,0.343979166666667,8,7,6,"2009-12-06","Dec-9","06"
1001,0.692,8,7,6,"2009-12-06","Dec-9","06"
1524,0.0143541666666667,8,7,6,"2009-12-06","Dec-9","06"
1821,0.0127083333333333,8,7,6,"2009-12-06","Dec-9","06"
1000,0.3635,8,6,5,"2009-12-07","Dec-9","07"
1001,0.673958333333333,8,6,5,"2009-12-07","Dec-9","07"
1524,0.30475,8,6,5,"2009-12-07","Dec-9","07"
1821,0.1536875,8,6,5,"2009-12-07","Dec-9","07"
1000,0.492583333333333,13,8,4,"2009-12-08","Dec-9","08"
1001,0.684375,13,8,4,"2009-12-08","Dec-9","08"
1524,0.4953125,13,8,4,"2009-12-08","Dec-9","08"
1821,0.1720625,13,8,4,"2009-12-08","Dec-9","08"
1000,0.353229166666667,11,8,6,"2009-12-09","Dec-9","09"
1001,0.682020833333333,11,8,6,"2009-12-09","Dec-9","09"
1524,0.8535625,11,8,6,"2009-12-09","Dec-9","09"
1821,0.143770833333333,11,8,6,"2009-12-09","Dec-9","09"
1000,0.298708333333333,10,7,4,"2009-12-10","Dec-9","10"
1001,0.683229166666667,10,7,4,"2009-12-10","Dec-9","10"
1524,0.750770833333333,10,7,4,"2009-12-10","Dec-9","10"
1821,0.110729166666667,10,7,4,"2009-12-10","Dec-9","10"
1000,0.300729166666667,9,6,3,"2009-12-11","Dec-9","11"
1001,0.690020833333333,9,6,3,"2009-12-11","Dec-9","11"
1524,0.998020833333333,9,6,3,"2009-12-11","Dec-9","11"
1821,0.00883333333333333,9,6,3,"2009-12-11","Dec-9","11"
1000,0.405645833333333,7,4,2,"2009-12-12","Dec-9","12"
1001,0.677875,7,4,2,"2009-12-12","Dec-9","12"
1524,0.0832916666666667,7,4,2,"2009-12-12","Dec-9","12"
1821,0.027875,7,4,2,"2009-12-12","Dec-9","12"
1000,0.344645833333333,6,2,-1,"2009-12-13","Dec-9","13"
1001,0.6743125,6,2,-1,"2009-12-13","Dec-9","13"
1524,0.0149166666666667,6,2,-1,"2009-12-13","Dec-9","13"
1821,0.00804166666666667,6,2,-1,"2009-12-13","Dec-9","13"
1000,0.0908541666666667,7,2,-1,"2009-12-14","Dec-9","14"
1001,0.429541666666667,7,2,-1,"2009-12-14","Dec-9","14"
1524,0.3601875,7,2,-1,"2009-12-14","Dec-9","14"
1821,0.137729166666667,7,2,-1,"2009-12-14","Dec-9","14"
1000,0.256333333333333,7,6,5,"2009-12-15","Dec-9","15"
1001,0.1453125,7,6,5,"2009-12-15","Dec-9","15"
1524,0.362458333333333,7,6,5,"2009-12-15","Dec-9","15"
1821,0.1555625,7,6,5,"2009-12-15","Dec-9","15"
1000,0.185916666666667,7,4,2,"2009-12-16","Dec-9","16"
1001,0.148895833333333,7,4,2,"2009-12-16","Dec-9","16"
1524,0.620520833333333,7,4,2,"2009-12-16","Dec-9","16"
1821,0.173875,7,4,2,"2009-12-16","Dec-9","16"
1000,0.18375,6,4,1,"2009-12-17","Dec-9","17"
1001,0.145770833333333,6,4,1,"2009-12-17","Dec-9","17"
1524,0.937104166666667,6,4,1,"2009-12-17","Dec-9","17"
1821,0.199104166666667,6,4,1,"2009-12-17","Dec-9","17"
1000,0.277375,2,0,-1,"2009-12-18","Dec-9","18"
1001,0.146229166666667,2,0,-1,"2009-12-18","Dec-9","18"
1524,0.9514375,2,0,-1,"2009-12-18","Dec-9","18"
1821,0.0146666666666667,2,0,-1,"2009-12-18","Dec-9","18"
1000,0.192291666666667,4,2,-1,"2009-12-19","Dec-9","19"
1001,0.154916666666667,4,2,-1,"2009-12-19","Dec-9","19"
1524,0.0112916666666667,4,2,-1,"2009-12-19","Dec-9","19"
1821,0.0218958333333333,4,2,-1,"2009-12-19","Dec-9","19"
1000,0.363,1,0,-2,"2009-12-20","Dec-9","20"
1001,0.159083333333333,1,0,-2,"2009-12-20","Dec-9","20"
1524,0.0125416666666667,1,0,-2,"2009-12-20","Dec-9","20"
1821,0.0133125,1,0,-2,"2009-12-20","Dec-9","20"
1000,0.24825,1,0,0,"2009-12-21","Dec-9","21"
1001,0.159875,1,0,0,"2009-12-21","Dec-9","21"
1524,0.237458333333333,1,0,0,"2009-12-21","Dec-9","21"
1821,0.162041666666667,1,0,0,"2009-12-21","Dec-9","21"
1000,0.3155,2,0,-2,"2009-12-22","Dec-9","22"
1001,0.163791666666667,2,0,-2,"2009-12-22","Dec-9","22"
1524,0.1175625,2,0,-2,"2009-12-22","Dec-9","22"
1821,0.143291666666667,2,0,-2,"2009-12-22","Dec-9","22"
1000,0.3476875,5,1,-3,"2009-12-23","Dec-9","23"
1001,0.1595625,5,1,-3,"2009-12-23","Dec-9","23"
1524,0,5,1,-3,"2009-12-23","Dec-9","23"
1821,0.210166666666667,5,1,-3,"2009-12-23","Dec-9","23"
1000,0.3488125,2,0,-2,"2009-12-24","Dec-9","24"
1001,0.1631875,2,0,-2,"2009-12-24","Dec-9","24"
1524,0,2,0,-2,"2009-12-24","Dec-9","24"
1821,0.0160625,2,0,-2,"2009-12-24","Dec-9","24"
1000,0.728416666666667,4,-1,-6,"2009-12-25","Dec-9","25"
1001,0.173833333333333,4,-1,-6,"2009-12-25","Dec-9","25"
1524,0,4,-1,-6,"2009-12-25","Dec-9","25"
1821,0.0165833333333333,4,-1,-6,"2009-12-25","Dec-9","25"
1000,0.216270833333333,7,4,0,"2009-12-26","Dec-9","26"
1001,0.145083333333333,7,4,0,"2009-12-26","Dec-9","26"
1524,0,7,4,0,"2009-12-26","Dec-9","26"
1821,0.0073125,7,4,0,"2009-12-26","Dec-9","26"
1000,0.3873125,4,2,-1,"2009-12-27","Dec-9","27"
1001,0.161104166666667,4,2,-1,"2009-12-27","Dec-9","27"
1524,0,4,2,-1,"2009-12-27","Dec-9","27"
1821,0.00670833333333333,4,2,-1,"2009-12-27","Dec-9","27"
1000,0.3765,4,0,-4,"2009-12-28","Dec-9","28"
1001,0.155270833333333,4,0,-4,"2009-12-28","Dec-9","28"
1524,0,4,0,-4,"2009-12-28","Dec-9","28"
1821,0.00602083333333333,4,0,-4,"2009-12-28","Dec-9","28"
1000,0.303,4,2,1,"2009-12-29","Dec-9","29"
1001,0.156104166666667,4,2,1,"2009-12-29","Dec-9","29"
1524,0,4,2,1,"2009-12-29","Dec-9","29"
1821,0.00647916666666667,4,2,1,"2009-12-29","Dec-9","29"
1000,0.373395833333333,4,3,2,"2009-12-30","Dec-9","30"
1001,0.1620625,4,3,2,"2009-12-30","Dec-9","30"
1524,0,4,3,2,"2009-12-30","Dec-9","30"
1821,0.0063125,4,3,2,"2009-12-30","Dec-9","30"
1000,0.403875,3,1,-1,"2009-12-31","Dec-9","31"
1001,0.163895833333333,3,1,-1,"2009-12-31","Dec-9","31"
1524,0,3,1,-1,"2009-12-31","Dec-9","31"
1821,0.00652083333333333,3,1,-1,"2009-12-31","Dec-9","31"
1000,0.357479166666667,1,-2,-4,"2010-01-01","Jan-10","01"
1001,0.153708333333333,1,-2,-4,"2010-01-01","Jan-10","01"
1524,0,1,-2,-4,"2010-01-01","Jan-10","01"
1821,0.00595833333333333,1,-2,-4,"2010-01-01","Jan-10","01"
1000,0.454208333333333,2,-1,-4,"2010-01-02","Jan-10","02"
1001,0.160645833333333,2,-1,-4,"2010-01-02","Jan-10","02"
1524,0,2,-1,-4,"2010-01-02","Jan-10","02"
1821,0.0220416666666667,2,-1,-4,"2010-01-02","Jan-10","02"
1000,0.492145833333333,2,0,-2,"2010-01-03","Jan-10","03"
1001,0.169270833333333,2,0,-2,"2010-01-03","Jan-10","03"
1524,0,2,0,-2,"2010-01-03","Jan-10","03"
1821,0.00639583333333333,2,0,-2,"2010-01-03","Jan-10","03"
1000,0.3273125,0,-2,-5,"2010-01-04","Jan-10","04"
1001,0.153291666666667,0,-2,-5,"2010-01-04","Jan-10","04"
1524,0,0,-2,-5,"2010-01-04","Jan-10","04"
1821,0.187145833333333,0,-2,-5,"2010-01-04","Jan-10","04"
1000,0.3045625,0,-2,-3,"2010-01-05","Jan-10","05"
1001,0.158,0,-2,-3,"2010-01-05","Jan-10","05"
1524,0.0478333333333333,0,-2,-3,"2010-01-05","Jan-10","05"
1821,0.174208333333333,0,-2,-3,"2010-01-05","Jan-10","05"
1000,0.308583333333333,2,-2,-7,"2010-01-06","Jan-10","06"
1001,0.1499375,2,-2,-7,"2010-01-06","Jan-10","06"
1524,0.2236875,2,-2,-7,"2010-01-06","Jan-10","06"
1821,0.128083333333333,2,-2,-7,"2010-01-06","Jan-10","06"
1000,0.398729166666667,-3,-5,-7,"2010-01-07","Jan-10","07"
1001,0.148854166666667,-3,-5,-7,"2010-01-07","Jan-10","07"
1524,0.00895833333333333,-3,-5,-7,"2010-01-07","Jan-10","07"
1821,0.0947291666666667,-3,-5,-7,"2010-01-07","Jan-10","07"
1000,0.368958333333333,1,-4,-9,"2010-01-08","Jan-10","08"
1001,0.164166666666667,1,-4,-9,"2010-01-08","Jan-10","08"
1524,0.0083125,1,-4,-9,"2010-01-08","Jan-10","08"
1821,0.00802083333333333,1,-4,-9,"2010-01-08","Jan-10","08"
1000,0.536770833333333,1,-4,-9,"2010-01-09","Jan-10","09"
1001,0.156104166666667,1,-4,-9,"2010-01-09","Jan-10","09"
1524,0.00535416666666667,1,-4,-9,"2010-01-09","Jan-10","09"
1821,0.0205416666666667,1,-4,-9,"2010-01-09","Jan-10","09"
1000,0.444375,3,1,-1,"2010-01-10","Jan-10","10"
1001,0.156833333333333,3,1,-1,"2010-01-10","Jan-10","10"
1524,0.00697916666666667,3,1,-1,"2010-01-10","Jan-10","10"
1821,0.0107916666666667,3,1,-1,"2010-01-10","Jan-10","10"
1000,0.401458333333333,3,2,1,"2010-01-11","Jan-10","11"
1001,0.153083333333333,3,2,1,"2010-01-11","Jan-10","11"
1524,0.0354375,3,2,1,"2010-01-11","Jan-10","11"
1821,0.122,3,2,1,"2010-01-11","Jan-10","11"
1000,0.324229166666667,3,2,1,"2010-01-12","Jan-10","12"
1001,0.1555625,3,2,1,"2010-01-12","Jan-10","12"
1524,0.306395833333333,3,2,1,"2010-01-12","Jan-10","12"
1821,0.176333333333333,3,2,1,"2010-01-12","Jan-10","12"
1000,0.376770833333333,4,2,0,"2010-01-13","Jan-10","13"
1001,0.156520833333333,4,2,0,"2010-01-13","Jan-10","13"
1524,0.7535625,4,2,0,"2010-01-13","Jan-10","13"
1821,0.193958333333333,4,2,0,"2010-01-13","Jan-10","13"
1000,0.307270833333333,7,4,0,"2010-01-14","Jan-10","14"
1001,0.1505625,7,4,0,"2010-01-14","Jan-10","14"
1524,0.256875,7,4,0,"2010-01-14","Jan-10","14"
1821,0.0909166666666667,7,4,0,"2010-01-14","Jan-10","14"
1000,0.361020833333333,11,6,2,"2010-01-15","Jan-10","15"
1001,0.139875,11,6,2,"2010-01-15","Jan-10","15"
1524,0.262895833333333,11,6,2,"2010-01-15","Jan-10","15"
1821,0.0137083333333333,11,6,2,"2010-01-15","Jan-10","15"
1000,0.446041666666667,8,6,4,"2010-01-16","Jan-10","16"
1001,0.148583333333333,8,6,4,"2010-01-16","Jan-10","16"
1524,0.0148125,8,6,4,"2010-01-16","Jan-10","16"
1821,0.0232708333333333,8,6,4,"2010-01-16","Jan-10","16"
1000,0.20025,8,6,3,"2010-01-17","Jan-10","17"
1001,0.14675,8,6,3,"2010-01-17","Jan-10","17"
1524,0.0121875,8,6,3,"2010-01-17","Jan-10","17"
1821,0.0166875,8,6,3,"2010-01-17","Jan-10","17"
1000,0.344354166666667,9,4,0,"2010-01-18","Jan-10","18"
1001,0.1525625,9,4,0,"2010-01-18","Jan-10","18"
1524,0.258979166666667,9,4,0,"2010-01-18","Jan-10","18"
1821,0.115875,9,4,0,"2010-01-18","Jan-10","18"
1000,0.267479166666667,7,3,-1,"2010-01-19","Jan-10","19"
1001,0.152416666666667,7,3,-1,"2010-01-19","Jan-10","19"
1524,0.274208333333333,7,3,-1,"2010-01-19","Jan-10","19"
1821,0.185958333333333,7,3,-1,"2010-01-19","Jan-10","19"
1000,0.328520833333333,6,4,3,"2010-01-20","Jan-10","20"
1001,0.135166666666667,6,4,3,"2010-01-20","Jan-10","20"
1524,0.379666666666667,6,4,3,"2010-01-20","Jan-10","20"
1821,0.156958333333333,6,4,3,"2010-01-20","Jan-10","20"
1000,0.278916666666667,9,4,0,"2010-01-21","Jan-10","21"
1001,0.147979166666667,9,4,0,"2010-01-21","Jan-10","21"
1524,0.466895833333333,9,4,0,"2010-01-21","Jan-10","21"
1821,0.138104166666667,9,4,0,"2010-01-21","Jan-10","21"
1000,0.417229166666667,8,4,0,"2010-01-22","Jan-10","22"
1001,0.1384375,8,4,0,"2010-01-22","Jan-10","22"
1524,0.563270833333333,8,4,0,"2010-01-22","Jan-10","22"
1821,0.0193958333333333,8,4,0,"2010-01-22","Jan-10","22"
1000,0.551583333333333,1,0,0,"2010-01-23","Jan-10","23"
1001,0.161020833333333,1,0,0,"2010-01-23","Jan-10","23"
1524,0.0125625,1,0,0,"2010-01-23","Jan-10","23"
1821,0.0224583333333333,1,0,0,"2010-01-23","Jan-10","23"
1000,0.1349375,1,0,-1,"2010-01-24","Jan-10","24"
1001,0.152354166666667,1,0,-1,"2010-01-24","Jan-10","24"
1524,0.0119375,1,0,-1,"2010-01-24","Jan-10","24"
1821,0.0127916666666667,1,0,-1,"2010-01-24","Jan-10","24"
1000,0.102729166666667,5,2,-2,"2010-01-25","Jan-10","25"
1001,0.145291666666667,5,2,-2,"2010-01-25","Jan-10","25"
1524,0.216541666666667,5,2,-2,"2010-01-25","Jan-10","25"
1821,0.101875,5,2,-2,"2010-01-25","Jan-10","25"
1000,0.187895833333333,5,2,-2,"2010-01-26","Jan-10","26"
1001,0.142,5,2,-2,"2010-01-26","Jan-10","26"
1524,0.1301875,5,2,-2,"2010-01-26","Jan-10","26"
1821,0.108666666666667,5,2,-2,"2010-01-26","Jan-10","26"
1000,0.147166666666667,9,6,3,"2010-01-27","Jan-10","27"
1001,0.144979166666667,9,6,3,"2010-01-27","Jan-10","27"
1524,1.21275,9,6,3,"2010-01-27","Jan-10","27"
1821,0.211375,9,6,3,"2010-01-27","Jan-10","27"
1000,0.156916666666667,7,5,3,"2010-01-28","Jan-10","28"
1001,0.1513125,7,5,3,"2010-01-28","Jan-10","28"
1524,0.7548125,7,5,3,"2010-01-28","Jan-10","28"
1821,0.109333333333333,7,5,3,"2010-01-28","Jan-10","28"
1000,0.306229166666667,5,2,0,"2010-01-29","Jan-10","29"
1001,0.145375,5,2,0,"2010-01-29","Jan-10","29"
1524,0.5630625,5,2,0,"2010-01-29","Jan-10","29"
1821,0.0135,5,2,0,"2010-01-29","Jan-10","29"
1000,0.331791666666667,3,0,-3,"2010-01-30","Jan-10","30"
1001,0.1585,3,0,-3,"2010-01-30","Jan-10","30"
1524,0.0136666666666667,3,0,-3,"2010-01-30","Jan-10","30"
1821,0.021375,3,0,-3,"2010-01-30","Jan-10","30"
1000,0.166104166666667,3,0,-2,"2010-01-31","Jan-10","31"
1001,0.153354166666667,3,0,-2,"2010-01-31","Jan-10","31"
1524,0.01125,3,0,-2,"2010-01-31","Jan-10","31"
1821,0.0117083333333333,3,0,-2,"2010-01-31","Jan-10","31"
1000,0.338875,6,2,0,"2010-02-01","Feb-10","01"
1001,0.154833333333333,6,2,0,"2010-02-01","Feb-10","01"
1524,0.108645833333333,6,2,0,"2010-02-01","Feb-10","01"
1821,0.1348125,6,2,0,"2010-02-01","Feb-10","01"
1000,0.350729166666667,8,6,2,"2010-02-02","Feb-10","02"
1001,0.138020833333333,8,6,2,"2010-02-02","Feb-10","02"
1524,0.129,8,6,2,"2010-02-02","Feb-10","02"
1821,0.108479166666667,8,6,2,"2010-02-02","Feb-10","02"
1000,0.122729166666667,7,4,1,"2010-02-03","Feb-10","03"
1001,0.148208333333333,7,4,1,"2010-02-03","Feb-10","03"
1524,0.870416666666667,7,4,1,"2010-02-03","Feb-10","03"
1821,0.1973125,7,4,1,"2010-02-03","Feb-10","03"
1000,0.1806875,8,4,0,"2010-02-04","Feb-10","04"
1001,0.1544375,8,4,0,"2010-02-04","Feb-10","04"
1524,0.286541666666667,8,4,0,"2010-02-04","Feb-10","04"
1821,0.141375,8,4,0,"2010-02-04","Feb-10","04"
1000,0.2721875,9,5,1,"2010-02-05","Feb-10","05"
1001,0.145291666666667,9,5,1,"2010-02-05","Feb-10","05"
1524,0.867479166666667,9,5,1,"2010-02-05","Feb-10","05"
1821,0.0134791666666667,9,5,1,"2010-02-05","Feb-10","05"
1000,0.07375,6,4,2,"2010-02-06","Feb-10","06"
1001,0.146708333333333,6,4,2,"2010-02-06","Feb-10","06"
1524,0.0138333333333333,6,4,2,"2010-02-06","Feb-10","06"
1821,0.0195416666666667,6,4,2,"2010-02-06","Feb-10","06"
1000,0.0749583333333333,5,2,0,"2010-02-07","Feb-10","07"
